azon;szoto;szofaj;gyakori
4122;szerződéses;mn;11201
4123;szerződéskötés;fn;10615
4124;szerződő;mn;17070
4125;szerzői;mn;33926
4126;szex;fn;21233
4127;szexuális;mn;33352
4128;szezon;fn;15311
4129;szféra;fn;26148
4130;sziget;fn;36831
4131;szigorú;mn;59750
4132;szikla;fn;12455
4133;szilárd;mn;24692
4134;szimbólum;fn;18582
4135;szín;fn;131292
4136;színes;mn;39591
4137;színész;fn;28402
4138;színház;fn;35681
4139;színházi;mn;20903
4140;színpad;fn;33019
4141;szint;fn;294517
4142;szinte;hsz;181974
4143;szintén;hsz;124681
4144;színű;mn;23674
4145;színvonal;fn;43153
4146;színvonalas;mn;16610
4147;színvonalú;mn;16626
4148;szituáció;fn;15140
4149;szív;fn;125772
4150;szív;ige;11453
4151;szíves;mn;10009
4152;szívesen;hsz;67059
4153;szlovák;mn;26715
4154;szlovákia;fn;17694
4155;szó;fn;533484
4156;szoba;fn;90745
4157;szóbeli;mn;22058
4158;szobor;fn;30683
4159;szociális;mn;134168
4160;szocialista;fn;18305
4161;szocialista;mn;35972
4162;szociálpolitika;fn;10188
4163;szoftver;fn;71251
4164;szokás;fn;66677
4165;szokásos;mn;38897
4166;szokatlan;mn;17821
4167;szokik;ige;76348
4168;szókincs;fn;18762
4169;szól;ige;266647
4170;szólal;ige;11947
4171;szolga;fn;19034
4172;szolgál;ige;142322
4173;szolgálat;fn;114354
4174;szolgálati;mn;23927
4175;szolgáló;mn;60764
4176;szolgáltat;ige;39649
4177;szolgáltatás;fn;279378
4178;szolgáltató;fn;78289
4179;szolidaritás;fn;13579
4180;szólít;ige;20550
4181;szolnok;fn;12107
4182;szóló;mn;213305
4183;szombat;fn;48517
4184;szombathely;fn;11383
4185;szomorú;mn;32671
4186;szomorúság;fn;12282
4187;szomszéd;fn;24333
4188;szomszéd;mn;12724
4189;szomszédos;mn;27378
4190;szór;ige;10473
4191;szórakozás;fn;16311
4192;szórakoztató;mn;10749
4193;szorgalmaz;ige;15265
4194;szorít;ige;21866
4195;szorongás;fn;12111
4196;szoros;mn;56393
4197;szorul;ige;25591
4198;szótár;fn;30991
4199;szóvivő;fn;13009
4200;szovjet;mn;24984
4201;szög;fn;13895
4202;szögletes;mn;10063
4203;szőke;mn;13672
4204;szőlő;fn;17931
4205;szörnyű;mn;14593
4206;szöveg;fn;140722
4207;szövegértés;fn;16767
4208;szöveges;mn;14478
4209;szövet;fn;10601
4210;szövetkezet;fn;14826
4211;szövetség;fn;120747
4212;szövetségi;mn;15351
4213;sztár;fn;12180
4214;szubjektív;mn;13393
4215;szűk;mn;40643
4216;szükség;fn;261101
4217;szükséges;mn;378039
4218;szükségesség;fn;18746
4219;szükséglet;fn;27437
4220;szükségszerű;mn;13865
4221;szül;ige;15790
4222;szülés;fn;16318
4223;születés;fn;32760
4224;születésnap;fn;15900
4225;született;mn;15228
4226;születik;ige;128835
4227;szülő;fn;135471
4228;szülői;mn;21764
4229;szünet;fn;28209
4230;szűnik;ige;15462
4231;szüntet;ige;14077
4232;szürke;mn;16841
4233;tábla;fn;35587
4234;táblázat;fn;50256
4235;tábor;fn;51696
4236;tag;fn;381010
4237;tág;mn;18317
4238;tagad;ige;18942
4239;tagállam;fn;63477
4240;tagdíj;fn;11608
4241;tagország;fn;19450
4242;tagozat;fn;46756
4243;tagság;fn;42160
4244;táj;fn;38641
4245;tájékozódás;fn;11695
4246;tájékozódik;ige;15348
4247;tájékoztat;ige;65792
4248;tájékoztatás;fn;74402
4249;tájékoztató;fn;40607
4250;takar;ige;20545
4251;takarít;ige;10637
4252;tál;fn;10017
4253;talaj;fn;42906
4254;talál;ige;311034
4255;találat;fn;19715
4256;található;mn;216071
4257;találkozás;fn;29077
4258;találkozik;ige;115710
4259;találkozó;fn;53700
4260;találmány;fn;16644
4261;talán;hsz;268880
4262;talp;fn;16433
4263;támad;ige;39890
4264;támadás;fn;36336
4265;támadó;mn;12086
4266;tamás;fn;68500
4267;támaszkodik;ige;21336
4268;támaszt;ige;27529
4269;támogat;ige;154860
4270;támogatás;fn;433225
4271;támogató;fn;18152
4272;támogatott;mn;30720
4273;tán;hsz;11718
4274;tanács;fn;182986
4275;tanácsadás;fn;19276
4276;tanácsadó;mn;17410
4277;tanácsadó;fn;17816
4278;tanácskozás;fn;23853
4279;tananyag;fn;28444
4280;tanár;fn;207561
4281;tanári;mn;24107
4282;tánc;fn;23292
4283;táncol;ige;15118
4284;tanév;fn;39284
4285;tanfolyam;fn;112457
4286;tanít;ige;63803
4287;tanítás;fn;53608
4288;tanítási;mn;13586
4289;tanító;fn;12913
4290;tanító;mn;16096
4291;tanítvány;fn;36015
4292;tankönyv;fn;29001
4293;tanóra;fn;11531
4294;tanszék;fn;42194
4295;tantárgy;fn;68425
4296;tanterv;fn;35553
4297;tanú;fn;20130
4298;tanul;ige;119093
4299;tanulás;fn;73240
4300;tanulmány;fn;104784
4301;tanulmányi;mn;43900
4302;tanulmányoz;ige;16373
4303;tanulmányozás;fn;10796
4304;tanuló;fn;151670
4305;tanulság;fn;15591
4306;tanúsít;ige;26105
4307;tanya;fn;10980
4308;tapasztal;ige;43513
4309;tapasztalat;fn;157216
4310;tapasztalható;mn;18381
4311;tapasztalt;mn;16447
4312;táplálék;fn;15824
4313;táplálkozás;fn;15844
4314;taps;fn;11279
4315;tár;ige;20224
4316;tárca;fn;43028
4317;tárgy;fn;150708
4318;tárgyal;ige;53389
4319;tárgyalás;fn;81399
4320;tárgyi;mn;25991
4321;tárol;ige;30931
4322;tárolás;fn;25351
4323;társ;fn;62804
4324;társadalmi;mn;174814
4325;társadalom;fn;163046
4326;társadalombiztosítás;fn;18816
4327;társas;mn;10633
4328;társaság;fn;163826
4329;társasági;mn;14805
4330;társasház;fn;13784
4331;társít;ige;11476
4332;társul;ige;30821
4333;társulat;fn;19220
4334;tart;ige;665736
4335;tartalék;fn;18504
4336;tartalmaz;ige;264511
4337;tartalmi;mn;34532
4338;tartalom;fn;161891
4339;tartás;fn;44692
4340;tartó;mn;52835
4341;tartomány;fn;24048
4342;tartós;mn;44933
4343;tartott;mn;33265
4344;tartozás;fn;19426
4345;tartozik;ige;276378
4346;tartózkodás;fn;19597
4347;tartózkodik;ige;24044
4348;táv;fn;64858
4349;tavaly;hsz;57587
4350;tavalyi;mn;29287
4351;tavasz;fn;43273
4352;tavaszi;mn;20817
4353;távközlés;fn;18089
4354;távlat;fn;10807
4355;távoktatás;fn;10931
4356;távol;hsz;25247
4357;távoli;mn;23021
4358;távolság;fn;41420
4359;távozik;ige;24488
4360;te;fn;531040
4361;tea;fn;33368
4362;technika;fn;61759
4363;technikai;mn;59413
4364;technológia;fn;58457
4365;technológiai;mn;25294
4366;teendő;fn;25109
4367;tegnap;hsz;63254
4368;tegnapi;mn;10791
4369;tehén;fn;11315
4370;teher;fn;49369
4371;tehet;ige;101645
4372;tehető;mn;16906
4373;tehetség;fn;22982
4374;tehetséges;mn;16450
4375;tej;fn;31312
4376;tekint;ige;186393
4377;tekintély;fn;16634
4378;tekintet;fn;163993
4379;tekinthető;mn;38132
4380;tel;ige;27352
4381;tél;fn;34758
4382;tele;hsz;24336
4383;telefon;fn;63827
4384;telefonál;ige;10252
4385;telefonszám;fn;29404
4386;teleház;fn;13213
4387;telek;fn;32736
4388;telep;fn;19843
4389;telephely;fn;19776
4390;telepít;ige;37952
4391;telepítés;fn;19429
4392;település;fn;155845
4393;települési;mn;25614
4394;televízió;fn;48761
4395;televíziós;mn;10433
4396;teli;mn;13015
4397;téli;mn;24123
4398;teljes;mn;324671
4399;teljesen;hsz;188983
4400;teljesít;ige;86411
4401;teljesítés;fn;76484
4402;teljesítmény;fn;73444
4403;teljesség;fn;22696
4404;teljesül;ige;14103
4405;téma;fn;347268
4406;témakör;fn;39362
4407;tematika;fn;11721
4408;tematikus;mn;14719
4409;temetés;fn;10447
4410;temető;fn;19934
4411;templom;fn;100404
4412;tempó;fn;10980
4413;tendencia;fn;28039
4414;tengely;fn;14043
4415;tenger;fn;35040
4416;tengeri;mn;11584
4417;tény;fn;113642
4418;tenyér;fn;10534
4419;tényező;fn;73569
4420;tényleg;hsz;75801
4421;tényleges;mn;49647
4422;teológiai;mn;11289
4423;tér;fn;189964
4424;tér;ige;74158
4425;terápia;fn;16280
4426;terasz;fn;15920
4427;térd;fn;13928
4428;terem;fn;42306
4429;teremt;ige;83370
4430;teremtés;fn;15329
4431;teremtő;mn;10224
4432;terep;fn;17074
4433;terhel;ige;30509
4434;terhelés;fn;17514
4435;terhesség;fn;16141
4436;téri;mn;13080
4437;térít;ige;14745
4438;térítés;fn;24515
4439;terjed;ige;62875
4440;terjedelem;fn;19177
4441;terjedés;fn;11180
4442;terjeszt;ige;32844
4443;terjesztés;fn;16443
4444;térkép;fn;41953
4445;termék;fn;203634
4446;termel;ige;31157
4447;termelés;fn;40780
4448;termelési;mn;17951
4449;termelő;fn;19280
4450;termés;fn;17721
4451;természet;fn;93016
4452;természetes;mn;340661
4453;természeti;mn;43711
4454;természetvédelmi;mn;17237
4455;térség;fn;83072
4456;terület;fn;485759
4457;területfejlesztés;fn;24258
4458;területi;mn;54196
4459;terv;fn;203878
4460;tervez;ige;138210
4461;tervezés;fn;62716
4462;tervezet;fn;32849
4463;tervező;fn;19314
4464;test;fn;130964
4465;testi;mn;32984
4466;testnevelés;fn;10570
4467;testület;fn;76286
4468;testületi;mn;10439
4469;testvér;fn;52424
4470;tesz;ige;908340
4471;teszt;fn;25738
4472;tészta;fn;14714
4473;tesztel;ige;16510
4474;tétel;fn;72308
4475;tető;fn;69914
4476;tetszés;fn;12305
4477;tetszik;ige;77718
4478;tetszőleges;mn;14702
4479;tett;fn;29725
4480;tett;mn;31126
4481;teve;fn;15514
4482;tévé;fn;20978
4483;téved;ige;19309
4484;tévedés;fn;17800
4485;tevékenykedik;ige;21736
4486;tevékenység;fn;345697
4487;téves;mn;14526
4488;ti;fn;80070
4489;tibor;fn;34837
4490;tilalom;fn;17244
4491;tilos;mn;26000
4492;tilt;ige;25203
4493;tiltakozás;fn;10680
4494;tiltakozik;ige;17935
4495;tiltott;mn;10546
4496;tipikus;mn;16673
4497;típus;fn;52944
4498;típusú;mn;54265
4499;tisza;fn;20028
4500;tiszt;fn;19508
4501;tiszta;mn;95267
4502;tisztán;hsz;18340
4503;tisztaság;fn;15390
4504;tisztáz;ige;19701
4505;tisztel;ige;20300
4506;tisztelet;fn;70201
4507;tisztelt;mn;48611
4508;tisztességes;mn;19317
4509;tisztít;ige;11206
4510;tisztítás;fn;11862
4511;tisztség;fn;17428
4512;tisztségviselő;fn;19562
4513;titkár;fn;18408
4514;titkárság;fn;12632
4515;titkos;mn;28365
4516;titok;fn;55430
4517;tó;fn;43143
4518;tojás;fn;26048
4519;tol;ige;11458
4520;toll;fn;14768
4521;tonna;fn;18232
4522;torna;fn;10315
4523;torok;fn;10534
4524;torony;fn;19356
4525;torta;fn;12159
4526;tóth;fn;29651
4527;tovább;hsz;181275
4528;továbbfejleszt;ige;13672
4529;további;mn;243451
4530;további;fn;67202
4531;továbbít;ige;25310
4532;továbbképzés;fn;38679
4533;továbbra;hsz;87049
4534;tő;fn;13109
4535;többé;hsz;33231
4536;többé-kevésbé;hsz;11317
4537;többféle;mn;19320
4538;többi;mn;112075
4539;többi;fn;25375
4540;többiek;fn;44277
4541;többlet;fn;12026
4542;többnyire;hsz;48021
4543;többség;fn;118831
4544;többségi;mn;13201
4545;többszöri;mn;12518
4546;tőke;fn;39244
4547;tökéletes;mn;45981
4548;tökéletesen;hsz;23941
4549;tölt;ige;140745
4550;töltés;fn;13511
4551;töltött;mn;13614
4552;tömb;fn;10253
4553;tömeg;fn;60037
4554;tömeges;mn;15320
4555;tömör;mn;10205
4556;tör;ige;45331
4557;törekedik;ige;39517
4558;törekszik;ige;15976
4559;törekvés;fn;48911
4560;törlés;fn;19637
4561;törődik;ige;20096
4562;török;mn;27037
4563;töröl;ige;80301
4564;történelem;fn;74403
4565;történelmi;mn;73060
4566;történés;fn;13853
4567;történész;fn;11745
4568;történet;fn;152195
4569;történeti;mn;27659
4570;történik;ige;527331
4571;történtek;fn;11347
4572;törvény;fn;415265
4573;törvényes;mn;21851
4574;törvényjavaslat;fn;22488
4575;törvénykönyv;fn;14001
4576;törzs;fn;18375
4577;tőzsde;fn;13746
4578;tragédia;fn;19450
4579;tragikus;mn;12676
4580;tranzakció;fn;11502
4581;trend;fn;15008
4582;tréning;fn;15493
4583;tud;ige;1499861
4584;tudás;fn;103186
4585;tudat;fn;51100
4586;tudatos;mn;39273
4587;tudnivaló;fn;13197
4588;tudomány;fn;64093
4589;tudományegyetem;fn;13833
4590;tudományos;mn;118185
4591;tudomás;fn;54090
4592;tudós;fn;32495
4593;túl;hsz;136623
4594;tulajdon;fn;130697
4595;tulajdonít;ige;17768
4596;tulajdonjog;fn;10216
4597;tulajdonos;fn;101193
4598;tulajdonság;fn;60795
4599;túllép;ige;11581
4600;túlmenő;mn;13830
4601;túlnyomó;mn;10685
4602;túlságosan;hsz;21682
4603;túlzás;fn;11780
4604;túlzott;mn;21027
4605;túra;fn;20016
4606;turista;fn;23661
4607;turisztikai;mn;20395
4608;turizmus;fn;27126
4609;tükör;fn;70256
4610;tükrözik;ige;11569
4611;tünet;fn;32292
4612;tűnik;ige;137559
4613;tüntet;ige;24725
4614;tűr;ige;14792
4615;türelem;fn;19498
4616;tűz;ige;24464
4617;tűz;fn;51065
4618;tűzoltó;fn;16030
4619;u;fn;10285
4620;udvar;fn;39835
4621;ugrás;fn;16749
4622;ugrik;ige;15204
4623;úgy;hsz;851825
4624;ugyan;hsz;52240
4625;ugyanakkor;hsz;140349
4626;ugyanaz;fn;98686
4627;ugyanez;fn;57521
4628;ugyanígy;hsz;13967
4629;ugyanolyan;fn;23083
4630;ugyanúgy;hsz;37251
4631;úgyis;hsz;16866
4632;úgynevezett;mn;54293
4633;új;fn;20183
4634;új;mn;914151
4635;újból;hsz;16391
4636;újdonság;fn;20751
4637;ujj;fn;27072
4638;újonnan;hsz;18557
4639;újra;hsz;170871
4640;újság;fn;49022
4641;újságíró;fn;31820
4642;unalmas;mn;17026
4643;unió;fn;208931
4644;unoka;fn;12582
4645;úr;fn;290331
4646;ural;ige;10994
4647;uralkodik;ige;17597
4648;uralkodó;mn;13237
4649;uralkodó;fn;11772
4650;uralom;fn;16630
4651;usa;fn;14693
4652;úszik;ige;19519
4653;út;fn;382897
4654;utal;ige;85458
4655;utál;ige;11242
4656;utalás;fn;13923
4657;utas;fn;39627
4658;utasít;ige;17644
4659;utasítás;fn;51608
4660;utaz;ige;33272
4661;utazás;fn;48067
4662;utazási;mn;23973
4663;utca;fn;141877
4664;utcai;mn;37407
4665;úti;mn;18291
4666;útmutató;fn;14905
4667;utóbb;hsz;12048
4668;utóbbi;mn;93967
4669;utóbbi;fn;51180
4670;utód;fn;19942
4671;utólag;hsz;17568
4672;utólagos;mn;14982
4673;utoljára;hsz;73971
4674;utolsó;mn;153444
4675;útvonal;fn;23512
4676;üdv;fn;11550
4677;üdvösség;fn;11123
4678;üdvözlet;fn;10107
4679;üdvözöl;ige;23184
4680;ügy;fn;209715
4681;ügyel;ige;20519
4682;ügyes;mn;18114
4683;ügyész;fn;16855
4684;ügyészség;fn;20502
4685;ügyfél;fn;65842
4686;ügyfélszolgálat;fn;12505
4687;ügyintézés;fn;13145
4688;ügyintéző;fn;11762
4689;ügylet;fn;11794
4690;ügynök;fn;12641
4691;ügynökség;fn;11763
4692;ügyrend;fn;13616
4693;ügyvéd;fn;21141
4694;ügyvezető;fn;10563
4695;ügyvezető;mn;14901
4696;ül;ige;91155
4697;ülés;fn;136224
4698;ültet;ige;16213
4699;ünnep;fn;50442
4700;ünnepel;ige;24445
4701;ünnepélyes;mn;17077
4702;ünnepi;mn;24755
4703;ünnepség;fn;25768
4704;üres;mn;44234
4705;űrlap;fn;14535
4706;üt;ige;25377
4707;ütem;fn;34659
4708;ütközik;ige;20737
4709;üveg;fn;28887
4710;üzem;fn;44877
4711;üzemel;ige;13782
4712;üzemeltet;ige;45953
4713;üzemeltető;fn;20632
4714;üzemi;mn;16938
4715;üzen;ige;15137
4716;üzenet;fn;125935
4717;üzlet;fn;47709
4718;üzleti;mn;78656
4719;vacsora;fn;23576
4720;vad;mn;17771
4721;vád;fn;18296
4722;vadász;fn;14134
4723;vadászat;fn;11091
4724;vádol;ige;14010
4725;vág;ige;59150
4726;vágy;fn;48811
4727;vágyik;ige;36594
4728;vagyon;fn;49410
4729;vagyoni;mn;16208
4730;vaj;fn;10117
4731;vajdaság;fn;13149
4732;vak;mn;13597
4733;valaha;hsz;24281
4734;valahogy;hsz;31862
4735;valahol;hsz;34067
4736;valaki;fn;221142
4737;valamely;fn;40637
4738;valamelyik;mn;48313
4739;valami;fn;369387
4740;valamikor;hsz;16283
4741;valamilyen;hsz;79732
4742;válás;fn;26125
4743;válasz;fn;210854
4744;válaszol;ige;117024
4745;választ;ige;200013
4746;választás;fn;113518
4747;választási;mn;61477
4748;választék;fn;14021
4749;választható;mn;18893
4750;választó;fn;11161
4751;választott;mn;34442
4752;válik;ige;326578
4753;vall;ige;48828
4754;váll;fn;26008
4755;vállal;ige;166607
4756;vállalás;fn;12197
4757;vállalat;fn;93962
4758;vállalati;mn;24003
4759;vállalkozás;fn;132894
4760;vállalkozik;ige;16459
4761;vállalkozó;fn;83225
4762;vállalt;mn;18558
4763;vallás;fn;57565
4764;vallási;mn;29683
4765;vallásos;mn;22260
4766;vallomás;fn;15082
4767;való;fn;14791
4768;való;mn;537408
4769;valóban;hsz;132641
4770;valódi;mn;48300
4771;válogat;ige;18584
4772;válogatás;fn;12787
4773;válogatott;mn;13999
4774;valójában;hsz;54448
4775;valós;mn;28786
4776;valóság;fn;69701
4777;valóságos;mn;28859
4778;valósít;ige;25064
4779;valósul;ige;31244
4780;valószínű;mn;33489
4781;valószínűleg;hsz;77141
4782;valószínűség;fn;21086
4783;válság;fn;26320
4784;vált;ige;58540
4785;váltás;fn;12651
4786;változás;fn;174637
4787;változat;fn;76902
4788;változatlan;mn;15676
4789;változatlanul;hsz;13700
4790;változatos;mn;21542
4791;változik;ige;95284
4792;változó;mn;30771
4793;változtat;ige;72145
4794;változtatás;fn;30445
4795;van;ige;7008597
4796;vár;ige;295170
4797;vár;fn;40331
4798;várakozás;fn;29535
4799;váratlan;mn;12258
4800;váratlanul;hsz;11219
4801;varázslat;fn;11472
4802;varga;fn;19025
4803;várható;mn;108061
4804;város;fn;337927
4805;városháza;fn;12963
4806;városi;mn;68433
4807;városrész;fn;10197
4808;várt;mn;14651
4809;vas;fn;22430
4810;vásár;fn;14330
4811;vásárlás;fn;35596
4812;vásárló;fn;27463
4813;vasárnap;fn;18232
4814;vasárnap;hsz;31557
4815;vasárnapi;mn;11283
4816;vásárol;ige;66753
4817;vastag;mn;23465
4818;vasút;fn;24759
4819;vasúti;mn;23270
4820;vázol;ige;11717
4821;véd;ige;39924
4822;védekezés;fn;17305
4823;védekezik;ige;15215
4824;védelem;fn;116519
4825;védelmi;mn;21551
4826;védett;mn;44003
4827;védjegy;fn;10932
4828;vég;fn;320844
4829;végeredmény;fn;15059
4830;végez;ige;217286
4831;végi;mn;15026
4832;végig;hsz;22351
4833;végképp;hsz;10409
4834;végleg;hsz;10899
4835;végleges;mn;34383
4836;végre;hsz;64589
4837;végrehajt;ige;32753
4838;végrehajtás;fn;65414
4839;végrehajtási;mn;10380
4840;végső;mn;43387
4841;végtelen;mn;23419
4842;végül;hsz;131366
4843;végzés;fn;21204
4844;végzett;mn;54743
4845;végzettség;fn;40470
4846;végző;mn;30080
4847;vegyes;mn;21691
4848;vehető;mn;26310
4849;vékony;mn;24688
4850;vél;ige;63757
4851;vélekedik;ige;12774
4852;vélemény;fn;325607
4853;véletlen;fn;12916
4854;véletlen;mn;19186
4855;véletlenül;hsz;35042
4856;vendég;fn;128349
4857;ver;ige;29354
4858;vér;fn;49023
4859;véres;mn;11603
4860;vereség;fn;11697
4861;vers;fn;84005
4862;verseny;fn;147910
4863;versenyez;ige;11176
4864;versenyképes;mn;27011
4865;versenyző;fn;40153
4866;verzió;fn;16332
4867;vesz;ige;815757
4868;veszély;fn;71460
4869;veszélyes;mn;57979
4870;veszélyeztet;ige;29745
4871;veszít;ige;20868
4872;veszprém;fn;18774
4873;veszprémi;mn;10168
4874;veszt;ige;26377
4875;veszteség;fn;28180
4876;vet;ige;74981
4877;vétel;fn;31263
4878;vételár;fn;10546
4879;vetélkedő;fn;10463
4880;vetít;ige;11486
4881;vett;mn;37071
4882;vevő;fn;43477
4883;vezér;fn;13447
4884;vezérel;ige;14609
4885;vezérigazgató;fn;15853
4886;vezet;ige;208204
4887;vezeték;fn;15221
4888;vezetés;fn;100543
4889;vezető;fn;207519
4890;vezető;mn;102187
4891;vezetői;mn;17967
4892;vezetőség;fn;17754
4893;vicc;fn;40008
4894;vidám;mn;22455
4895;vidék;fn;47764
4896;vidékfejlesztés;fn;17105
4897;vidéki;mn;28938
4898;videó;fn;11803
4899;vigyáz;ige;30690
4900;vihar;fn;16844
4901;viktor;fn;34013
4902;világ;fn;409530
4903;világgazdaság;fn;11311
4904;világháború;fn;37193
4905;világháló;fn;10465
4906;világi;mn;13177
4907;világít;ige;14977
4908;világos;mn;67181
4909;világosság;fn;14129
4910;világszerte;hsz;13818
4911;villa;fn;10437
4912;villamos;fn;20489
4913;villamos;mn;18054
4914;vilmos;fn;10859
4915;vindóz;fn;12359
4916;virág;fn;44053
4917;virtuális;mn;15846
4918;vírus;fn;15354
4919;visel;ige;61472
4920;viselkedés;fn;33526
4921;viselkedik;ige;21342
4922;visz;ige;130082
4923;viszony;fn;106447
4924;viszonyít;ige;22339
4925;viszonylag;hsz;47426
4926;vissza;hsz;12544
4927;visszaad;ige;12930
4928;visszaél;ige;12434
4929;visszaélés;fn;14699
4930;visszajelez;ige;12653
4931;visszásság;fn;10772
4932;visszatér;ige;42053
4933;visszavon;ige;10677
4934;vita;fn;118366
4935;vitamin;fn;10209
4936;vitat;ige;13249
4937;vitatkozik;ige;15473
4938;víz;fn;212533
4939;vizes;mn;10637
4940;vízi;mn;12118
4941;vizuális;mn;12595
4942;vízügyi;mn;13722
4943;vizsga;fn;93154
4944;vizsgál;ige;103462
4945;vizsgálat;fn;174311
4946;vizsgálati;mn;16707
4947;vízszintes;mn;11411
4948;volt;mn;40223
4949;volta;fn;24755
4950;volumen;fn;11005
4951;von;ige;64829
4952;vonal;fn;56244
4953;vonás;fn;21339
4954;vonat;fn;31049
4955;vonatkozás;fn;44389
4956;vonatkozik;ige;61042
4957;vonatkozó;mn;233635
4958;vonul;ige;20474
4959;vonz;ige;17207
4960;vonzó;mn;21065
4961;völgy;fn;18481
4962;vörös;mn;31754
4963;web;fn;19803
4964;weblap;fn;14973
4965;weboldal;fn;31152
4966;york;fn;14253
4967;zaj;fn;18257
4968;zajlik;ige;43974
4969;zajló;mn;12024
4970;zala;fn;11722
4971;zalaegerszeg;fn;10314
4972;zár;ige;90949
4973;zárójel;fn;13586
4974;záróvizsga;fn;11144
4975;zárt;mn;33452
4976;zártkörű;mn;10002
4977;zárul;ige;14436
4978;zászló;fn;18339
4979;zavar;ige;34902
4980;zavar;fn;31693
4981;zavaró;mn;10807
4982;zene;fn;69906
4983;zenei;mn;32681
4984;zenekar;fn;31608
4985;zenész;fn;10669
4986;zoltán;fn;67411
4987;zóna;fn;19198
4988;zöld;mn;47240
4989;zöldség;fn;15524
4990;zöm;fn;15599
4991;zsák;fn;10405
4992;zseb;fn;18814
4993;zsidó;fn;25215
4994;zsidó;mn;34557
4995;zsigmond;fn;12747
4996;zsinat;fn;13413
4997;zsír;fn;13617
4998;zsolt;fn;30707
4999;zsuzsa;fn;15215
5000;zsűri;fn;12015
